DATE,PCEPI_previous,CCI_previous,Retails_previous,CPI_previous,PCEPI,CCI,Retails,CPI,PCEPI_label,CCI_label,Retails_label,CPI_label
2009-6-1,-0.008893647,0.50533,-0.122640532,-0.012668513,-0.010187222,0.39681,-0.106830697,-0.014200183,0,1,0,0
2009-7-1,-0.010187222,0.39681,-0.106830697,-0.014200183,-0.014665368,0.25684,-0.100866761,-0.020971614,0,1,0,0
2009-8-1,-0.014665368,0.25684,-0.100866761,-0.020971614,-0.011007905,0.23475,-0.074906076,-0.014843486,0,1,0,0
2009-9-1,-0.011007905,0.23475,-0.074906076,-0.014843486,-0.010223642,0.25697,-0.083175216,-0.01286206,0,1,0,0
2009-10-1,-0.010223642,0.25697,-0.083175216,-0.01286206,0.000126536,0.1376,-0.033910364,-0.001828483,0,1,0,0
2009-11-1,0.000126536,0.1376,-0.033910364,-0.001828483,0.014597294,0.06986,0.017731273,0.018382959,0,1,0,0
2009-12-1,0.014597294,0.06986,0.017731273,0.018382959,0.020903082,0.10782,0.048934614,0.027213311,1,1,1,1
2010-1-1,0.020903082,0.10782,0.048934614,0.027213311,0.023014281,0.12003,0.032229227,0.026257086,1,1,0,1
2010-2-1,0.023014281,0.12003,0.032229227,0.026257086,0.021163341,0.05028,0.036948436,0.021433318,1,1,0,1
2010-3-1,0.021163341,0.05028,0.036948436,0.021433318,0.023727578,0.00833,0.081091345,0.023139594,1,1,1,1
2010-4-1,0.023727578,0.00833,0.081091345,0.023139594,0.022815602,-0.02719,0.085462546,0.022364472,1,0,1,1
2010-5-1,0.022815602,-0.02719,0.085462546,0.022364472,0.022075339,-0.0506,0.064428113,0.020209861,1,0,1,1
2010-6-1,0.022075339,-0.0506,0.064428113,0.020209861,0.015618853,-0.04949,0.042214787,0.01053349,0,0,0,0
2010-7-1,0.015618853,-0.04949,0.042214787,0.01053349,0.016382637,-0.07958,0.042370922,0.012351928,0,0,0,0
2010-8-1,0.016382637,-0.07958,0.042370922,0.012351928,0.014829969,-0.01938,0.027133903,0.011481046,0,0,0,0
2010-9-1,0.014829969,-0.01938,0.027133903,0.011481046,0.014192128,0.00334,0.063272133,0.011436827,0,1,1,0
2010-10-1,0.014192128,0.00334,0.063272133,0.011436827,0.013579765,0.05365,0.06492106,0.011721876,0,1,1,0
2010-11-1,0.013579765,0.05365,0.06492106,0.011721876,0.013072652,0.11309,0.068704655,0.011431609,0,1,1,0
2010-12-1,0.013072652,0.11309,0.068704655,0.011431609,0.014767711,0.06884,0.06878439,0.014957235,0,1,1,0
2011-1-1,0.014767711,0.06884,0.06878439,0.014957235,0.015595503,-0.01234,0.078034635,0.016318469,0,0,1,0
2011-2-1,0.015595503,-0.01234,0.078034635,0.016318469,0.018459279,-0.10422,0.084509507,0.021075846,0,0,1,1
2011-3-1,0.018459279,-0.10422,0.084509507,0.021075846,0.02111437,-0.25884,0.06963225,0.026816033,1,0,1,1
2011-4-1,0.02111437,-0.25884,0.06963225,0.026816033,0.024871247,-0.16804,0.066446611,0.031636309,1,0,1,1
2011-5-1,0.024871247,-0.16804,0.066446611,0.031636309,0.027667901,-0.0233,0.075090937,0.035686458,1,0,1,1
2011-6-1,0.027667901,-0.0233,0.075090937,0.035686458,0.027888863,-0.1064,0.084702707,0.035588283,1,0,1,1
2011-7-1,0.027888863,-0.1064,0.084702707,0.035588283,0.028754027,-0.29602,0.081553835,0.03628716,1,0,1,1
2011-8-1,0.028754027,-0.29602,0.081553835,0.03628716,0.029759231,-0.35648,0.078384918,0.037712082,1,0,1,1
2011-9-1,0.029759231,-0.35648,0.078384918,0.037712082,0.030188876,-0.15328,0.079405149,0.038683568,1,0,1,1
2011-10-1,0.030188876,-0.15328,0.079405149,0.038683568,0.02694128,0.019,0.07417104,0.035251999,1,1,1,1
2011-11-1,0.02694128,0.019,0.07417104,0.035251999,0.027001775,0.16312,0.065779798,0.033943776,1,1,1,1
2011-12-1,0.027001775,0.16312,0.065779798,0.033943776,0.025262831,0.23307,0.061029588,0.029624188,1,1,1,1
2012-1-1,0.025262831,0.23307,0.061029588,0.029624188,0.025693189,0.26252,0.061695707,0.029206759,1,1,1,1
2012-2-1,0.025693189,0.26252,0.061695707,0.029206759,0.025127439,0.18931,0.067727286,0.028710988,1,1,1,1
2012-3-1,0.025127439,0.18931,0.067727286,0.028710988,0.022965045,0.08794,0.061276837,0.026513982,1,1,1,1
2012-4-1,0.022965045,0.08794,0.061276837,0.026513982,0.019998366,-0.00168,0.049914088,0.023027398,0,0,1,1
2012-5-1,0.019998366,-0.00168,0.049914088,0.023027398,0.015762784,-0.04019,0.049262753,0.017042538,0,0,1,0
2012-6-1,0.015762784,-0.04019,0.049262753,0.017042538,0.015460453,-0.11571,0.030570843,0.016639938,0,0,0,0
2012-7-1,0.015460453,-0.11571,0.030570843,0.016639938,0.014102264,-0.08219,0.036669567,0.014084507,0,0,0,0
2012-8-1,0.014102264,-0.08219,0.036669567,0.014084507,0.015124158,-0.02164,0.047217548,0.01692379,0,0,1,0
2012-9-1,0.015124158,-0.02164,0.047217548,0.01692379,0.016774207,0.03621,0.046234978,0.019912821,0,1,1,0
2012-10-1,0.016774207,0.03621,0.046234978,0.019912821,0.019772094,0.06726,0.040431244,0.021623436,0,1,0,1
2012-11-1,0.019772094,0.06726,0.040431244,0.021623436,0.016992156,0.01178,0.038854408,0.017641338,0,1,0,0
2012-12-1,0.016992156,0.01178,0.038854408,0.017641338,0.016255152,-0.04606,0.042156549,0.017410224,0,0,0,0
2013-1-1,0.016255152,-0.04606,0.042156549,0.017410224,0.014739788,0.08542,0.040092161,0.01599347,0,1,0,0
2013-2-1,0.014739788,0.08542,0.040092161,0.01599347,0.016183636,0.13813,0.041726011,0.019779235,0,1,0,0
2013-3-1,0.016183636,0.13813,0.041726011,0.019779235,0.012914223,0.12755,0.02888612,0.014738962,0,1,0,0
2013-4-1,0.012914223,0.12755,0.02888612,0.014738962,0.010794465,0.12179,0.029886591,0.010630854,0,1,0,0
2013-5-1,0.010794465,0.12179,0.029886591,0.010630854,0.012590974,0.1738,0.03784921,0.013619651,0,1,0,0
2013-6-1,0.012590974,0.1738,0.03784921,0.013619651,0.015285244,0.14368,0.053964999,0.017544165,0,1,1,0
2013-7-1,0.015285244,0.14368,0.053964999,0.017544165,0.016182073,0.10397,0.055562306,0.019606816,0,1,1,0
2013-8-1,0.016182073,0.10397,0.055562306,0.019606816,0.014339246,0.00366,0.039165853,0.015183676,0,1,0,0
2013-9-1,0.014339246,0.00366,0.039165853,0.015183676,0.011665787,-0.06398,0.030528121,0.011849253,0,0,0,0
2013-10-1,0.011665787,-0.06398,0.030528121,0.011849253,0.010379729,-0.07164,0.032243896,0.009636127,0,0,0,0
2013-11-1,0.010379729,-0.07164,0.032243896,0.009636127,0.012643004,0.04347,0.030418104,0.012370722,0,1,0,0
2013-12-1,0.012643004,0.04347,0.030418104,0.012370722,0.014822105,0.11415,0.034415399,0.015017356,0,1,0,0
2014-1-1,0.014822105,0.11415,0.034415399,0.015017356,0.014793575,0.07151,0.016413766,0.015789474,0,1,0,0
2014-2-1,0.014793575,0.07151,0.016413766,0.015789474,0.011684922,0.05711,0.016895386,0.011263493,0,1,0,0
2014-3-1,0.011684922,0.05711,0.016895386,0.011263493,0.015046079,0.10126,0.036631525,0.015122029,0,1,0,0
2014-4-1,0.015046079,0.10126,0.036631525,0.015122029,0.017811856,0.12726,0.052174883,0.019528579,0,1,1,0
2014-5-1,0.017811856,0.12726,0.052174883,0.019528579,0.018899119,0.06543,0.047651782,0.021271115,0,1,1,1
2014-6-1,0.018899119,0.06543,0.047651782,0.021271115,0.017850792,0.01028,0.045992222,0.020723414,0,1,1,1
2014-7-1,0.017850792,0.01028,0.045992222,0.020723414,0.018114727,-0.03564,0.039632824,0.019923286,0,0,0,0
2014-8-1,0.018114727,-0.03564,0.039632824,0.019923286,0.016422027,-0.01442,0.050514243,0.016996113,0,0,1,0
2014-9-1,0.016422027,-0.01442,0.050514243,0.016996113,0.016277696,0.02674,0.046589979,0.016579187,0,1,1,0
2014-10-1,0.016277696,0.02674,0.046589979,0.016579187,0.01430369,0.07583,0.045075375,0.016643402,0,1,1,0
2014-11-1,0.01430369,0.07583,0.045075375,0.016643402,0.011945309,0.1257,0.047847901,0.013223552,0,1,1,0
2014-12-1,0.011945309,0.1257,0.047847901,0.013223552,0.008385251,0.2047,0.030599525,0.007564933,0,1,0,0
2015-1-1,0.008385251,0.2047,0.030599525,0.007564933,0.00182835,0.2019,0.033817383,-0.000893483,0,1,0,0
2015-2-1,0.00182835,0.2019,0.033817383,-0.000893483,0.002892376,0.1142,0.017370127,-0.000251298,0,1,0,0
2015-3-1,0.002892376,0.1142,0.017370127,-0.000251298,0.002808578,0.0401,0.023050123,-0.000736374,0,1,0,0
2015-4-1,0.002808578,0.0401,0.023050123,-0.000736374,0.001635164,-0.0056,0.01206913,-0.001995174,0,0,0,0
2015-5-1,0.001635164,-0.0056,0.01206913,-0.001995174,0.002302782,-0.0645,0.019679669,-0.000399327,0,0,0,0
2015-6-1,0.002302782,-0.0645,0.019679669,-0.000399327,0.003115446,-0.0464,0.018958738,0.001237712,0,0,0,0
2015-7-1,0.003115446,-0.0464,0.018958738,0.001237712,0.002432406,-0.1143,0.025321932,0.001695698,0,0,0,0
2015-8-1,0.002432406,-0.1143,0.025321932,0.001695698,0.002568402,-0.0931,0.017377749,0.001950793,0,0,0,0
2015-9-1,0.002568402,-0.0931,0.017377749,0.001950793,0.000833309,-0.0253,0.016385369,-0.000361297,0,0,0,0
2015-10-1,0.000833309,-0.0253,0.016385369,-0.000361297,0.000940132,0.1292,0.010235438,0.001705744,0,1,0,0
2015-11-1,0.000940132,0.1292,0.010235438,0.001705744,0.002318183,0.1614,0.011319406,0.005017976,0,1,0,0
2015-12-1,0.002318183,0.1614,0.011319406,0.005017976,0.003040606,0.054,0.021831386,0.007295198,0,1,0,0
2016-1-1,0.003040606,0.054,0.021831386,0.007295198,0.008207681,-0.0883,0.023599241,0.013730868,0,0,0,0
2016-2-1,0.008207681,-0.0883,0.023599241,0.013730868,0.005923963,-0.1416,0.03361746,0.010177998,0,0,0,0
2016-3-1,0.005923963,-0.1416,0.03361746,0.010177998,0.006321051,-0.0878,0.014028409,0.008525362,0,0,0,0
2016-4-1,0.006321051,-0.0878,0.014028409,0.008525362,0.00887183,0.0004,0.017462362,0.011251104,0,1,0,0
2016-5-1,0.00887183,0.0004,0.017462362,0.011251104,0.00795882,0.0677,0.013743989,0.010222661,0,1,0,0
2016-6-1,0.00795882,0.0677,0.013743989,0.010222661,0.007924068,-0.0043,0.02349645,0.010057074,0,0,0,0
2016-7-1,0.007924068,-0.0043,0.02349645,0.010057074,0.007511528,-0.0792,0.013905317,0.008351002,0,0,0,0
2016-8-1,0.007511528,-0.0792,0.013905317,0.008351002,0.00900988,-0.0096,0.01472727,0.010645529,0,0,0,0
2016-9-1,0.00900988,-0.0096,0.01472727,0.010645529,0.012256871,0.0442,0.024504856,0.014637836,0,1,0,0
2016-10-1,0.012256871,0.0442,0.024504856,0.014637836,0.014640665,0.0455,0.032679092,0.016359875,0,1,0,0
2016-11-1,0.014640665,0.0455,0.032679092,0.016359875,0.014409166,0.0836,0.024785484,0.016925372,0,1,0,0
2016-12-1,0.014409166,0.0836,0.024785484,0.016925372,0.017084249,0.0629,0.039183784,0.020746221,0,1,0,1
2017-1-1,0.017084249,0.0629,0.039183784,0.020746221,0.020366678,-0.0136,0.054039402,0.025000422,1,0,1,1
2017-2-1,0.020366678,-0.0136,0.054039402,0.025000422,0.021890316,0.0136,0.043702038,0.027379582,1,1,1,1
2017-3-1,0.021890316,0.0136,0.043702038,0.027379582,0.01900832,0.0937,0.044617055,0.023806124,0,1,1,1
2017-4-1,0.01900832,0.0937,0.044617055,0.023806124,0.018387063,0.1129,0.046959994,0.021996899,0,1,1,1
2017-5-1,0.018387063,0.1129,0.046959994,0.021996899,0.016599825,0.0886,0.035979637,0.018719093,0,1,0,0
2017-6-1,0.016599825,0.0886,0.035979637,0.018719093,0.015771538,0.0397,0.029027365,0.01625055,0,1,0,0
2017-7-1,0.015771538,0.0397,0.029027365,0.01625055,0.015601911,0.0482,0.032234414,0.017199466,0,1,0,0
2017-8-1,0.015601911,0.0482,0.032234414,0.017199466,0.016287581,0.0806,0.032703085,0.019372812,0,1,0,0
2017-9-1,0.016287581,0.0806,0.032703085,0.019372812,0.018793936,0.0868,0.050603757,0.022329639,0,1,1,1
2017-10-1,0.018793936,0.0868,0.050603757,0.022329639,0.018189453,0.0994,0.04795837,0.020411287,0,1,1,1
2017-11-1,0.018189453,0.0994,0.04795837,0.020411287,0.019594375,0.0275,0.061805985,0.022025829,0,1,1,1
2017-12-1,0.019594375,0.0275,0.061805985,0.022025829,0.018835046,-0.0102,0.050100579,0.021090825,0,0,1,1
2018-1-1,0.018835046,-0.0102,0.050100579,0.021090825,0.018442273,0.0019,0.038615077,0.020705076,0,1,0,1
2018-2-1,0.018442273,0.0019,0.038615077,0.020705076,0.019639438,0.0288,0.04477224,0.022117954,0,1,1,1
2018-3-1,0.019639438,0.0288,0.04477224,0.022117954,0.021773765,0.0131,0.044889296,0.023597114,1,1,1,1
2018-4-1,0.021773765,0.0131,0.044889296,0.023597114,0.021526123,-0.0176,0.044906438,0.024627439,1,0,1,1
2018-5-1,0.021526123,-0.0176,0.044906438,0.024627439,0.023651174,-0.0016,0.061407826,0.028010117,1,0,1,1
2018-6-1,0.023651174,-0.0016,0.061407826,0.028010117,0.023842824,0.022,0.052066602,0.028715478,1,1,1,1
2018-7-1,0.023842824,0.022,0.052066602,0.028715478,0.02440384,0.0282,0.05749093,0.029495151,1,1,1,1
2018-8-1,0.02440384,0.0282,0.05749093,0.029495151,0.02278598,-0.0545,0.052972465,0.026991801,1,0,1,1
2018-9-1,0.02278598,-0.0545,0.052972465,0.026991801,0.020653398,-0.0882,0.02927074,0.022769722,1,0,0,1
2018-10-1,0.020653398,-0.0882,0.02927074,0.022769722,0.021135605,-0.1178,0.040064835,0.025224699,1,0,0,1
2018-11-1,0.021135605,-0.1178,0.040064835,0.025224699,0.020050524,-0.1314,0.032665519,0.02176601,1,0,0,1
2018-12-1,0.020050524,-0.1314,0.032665519,0.02176601,0.018645731,-0.1,0.003510416,0.019101588,0,0,0,0
2019-1-1,0.018645731,-0.1,0.003510416,0.019101588,0.014680403,-0.0436,0.019907532,0.015512351,0,0,0,0
2019-2-1,0.014680403,-0.0436,0.019907532,0.015512351,0.013590645,0.076,0.013568115,0.015201353,0,1,0,0
2019-3-1,0.013590645,0.076,0.013568115,0.015201353,0.014747921,0.0909,0.032165214,0.018625227,0,1,0,0
2019-4-1,0.014747921,0.0909,0.032165214,0.018625227,0.016211762,0.0155,0.030070476,0.019964398,0,1,0,0
2019-5-1,0.016211762,0.0155,0.030070476,0.019964398,0.015008826,-0.0316,0.021718379,0.017902285,0,0,0,0
2019-6-1,0.015008826,-0.0316,0.021718379,0.017902285,0.014574353,-0.1004,0.029064951,0.016484847,0,0,0,0
2019-7-1,0.014574353,-0.1004,0.029064951,0.016484847,0.015189943,-0.1401,0.030199477,0.018114648,0,0,0,0
2019-8-1,0.015189943,-0.1401,0.030199477,0.018114648,0.015134896,-0.169,0.039205241,0.017497799,0,0,0,0
2019-9-1,0.015134896,-0.169,0.039205241,0.017497799,0.01375092,-0.0247,0.031581945,0.017113045,0,0,0,0
2019-10-1,0.01375092,-0.0247,0.031581945,0.017113045,0.014061883,0.078,0.025781577,0.017640429,0,1,0,0
2019-11-1,0.014061883,0.078,0.025781577,0.017640429,0.014171322,0.1557,0.027885959,0.02051278,0,1,0,1
2019-12-1,0.014171322,0.1557,0.027885959,0.02051278,0.016506101,0.1182,0.053477092,0.022851297,0,1,1,1
2020-1-1,0.016506101,0.1182,0.053477092,0.022851297,0.01902139,-0.0688,0.045002734,0.02486572,0,0,1,1
2020-2-1,0.01902139,-0.0688,0.045002734,0.02486572,0.018663561,-0.5099,0.044577678,0.023348736,0,0,1,1
2020-3-1,0.018663561,-0.5099,0.044577678,0.023348736,0.013436017,-1.11681,-0.028816974,0.01539327,0,0,0,0
2020-4-1,0.013436017,-1.11681,-0.028816974,0.01539327,0.004136335,-1.21309,-0.153366659,0.003290967,0,0,0,0
2020-5-1,0.004136335,-1.21309,-0.153366659,0.003290967,0.005080718,-0.41759,-0.010946453,0.001179264,0,0,0,0
2020-6-1,0.005080718,-0.41759,-0.010946453,0.001179264,0.00907933,0.16579,0.054988945,0.00645733,0,1,1,0
2020-7-1,0.00907933,0.16579,0.054988945,0.00645733,0.010420263,0.25736,0.060231888,0.009860818,0,1,1,0
2020-8-1,0.010420263,0.25736,0.060231888,0.009860818,0.012984301,0.2543,0.059618839,0.013096454,0,1,1,0
2020-9-1,0.012984301,0.2543,0.059618839,0.013096454,0.013800299,0.22776,0.089385203,0.013713249,0,1,1,0
2020-10-1,0.013800299,0.22776,0.089385203,0.013713249,0.011730736,0.08056,0.084536078,0.011820662,0,1,1,0
2020-11-1,0.011730736,0.08056,0.084536078,0.011820662,0.011052022,-0.00818,0.06772306,0.011745358,0,0,1,0
2020-12-1,0.011052022,-0.00818,0.06772306,0.011745358,0.012916445,0.09981,0.058348888,0.013620055,0,1,1,0
2021-1-1,0.012916445,0.09981,0.058348888,0.013620055,0.014125872,0.14156,0.129348265,0.013997697,0,1,1,0
2021-2-1,0.014125872,0.14156,0.129348265,0.013997697,0.016268873,0.32368,0.097578382,0.016762152,0,1,1,0
2021-3-1,0.016268873,0.32368,0.097578382,0.016762152,0.024512193,0.50176,0.289190639,0.026197625,1,1,1,1
2021-4-1,0.024512193,0.50176,0.289190639,0.026197625,0.035821546,0.40833,0.480075916,0.041596948,1,1,1,1
2021-5-1,0.035821546,0.40833,0.480075916,0.041596948,0.039697423,0.26666,0.23873729,0.049927065,1,1,1,1
2021-6-1,0.039697423,0.26666,0.23873729,0.049927065,0.040300041,0.1853,0.163975675,0.053914514,1,1,1,1
2021-7-1,0.040300041,0.1853,0.163975675,0.053914514,0.041592865,0.0315,0.133256329,0.053654752,1,1,1,1
